timestamp,date,hour,day_of_week,is_weekday,month,road_name,district,weather,total_vehicles,motorcycles,cars,buses,trucks,avg_speed_kmh,congestion_level
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Cloudy,518,325,170,13,10,36.1,Medium
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Clear,718,460,216,21,21,36.6,Medium
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. Kuningan,Senen,Cloudy,321,205,66,7,43,53.8,Low
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. Pemuda,Cempaka Putih,Clear,795,469,239,25,62,46.3,Low
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Light Rain,379,252,80,14,33,27.0,Medium
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,774,451,186,44,93,54.9,Low
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Cloudy,267,154,87,12,14,52.6,Low
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Heavy Rain,598,414,132,14,38,25.2,Medium
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. Gajah Mada,Ciracas,Clear,308,183,71,10,44,49.8,Low
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. Suryopranoto,Setiabudi,Clear,468,322,97,21,28,45.1,Low
2024-01-01 02:00,2024-01-01,2,Monday,1,January,Jl. Veteran,Tebet,Clear,481,275,167,12,27,35.9,Medium
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Sudirman,Menteng,Cloudy,650,359,137,36,118,46.0,Low
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Thamrin,Tanah Abang,Heavy Rain,304,173,75,17,39,27.0,Medium
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Gatot Subroto,Senen,Clear,238,140,51,12,35,53.0,Low
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Rasuna Said,Menteng,Light Rain,574,330,184,15,45,33.2,Medium
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Light Rain,537,339,167,26,5,27.8,Medium
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Light Rain,389,242,89,22,36,21.4,High
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Kuningan,Senen,Light Rain,441,256,110,24,51,22.9,High
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Pemuda,Cempaka Putih,Cloudy,494,316,158,16,4,42.0,Low
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Overcast,225,131,78,6,10,37.3,Medium
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,310,207,82,18,3,46.9,Low
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Cloudy,317,187,97,6,27,42.7,Low
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Overcast,749,496,172,27,54,48.7,Low
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,413,260,124,13,16,36.8,Medium
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Suryopranoto,Setiabudi,Clear,500,326,128,25,21,46.1,Low
2024-01-01 03:00,2024-01-01,3,Monday,1,January,Jl. Veteran,Tebet,Clear,375,238,75,11,51,47.3,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Sudirman,Menteng,Light Rain,519,339,144,26,10,33.5,Medium
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Thamrin,Tanah Abang,Clear,371,242,109,8,12,48.2,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Gatot Subroto,Senen,Clear,439,255,89,13,82,48.5,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Rasuna Said,Menteng,Light Rain,574,366,177,20,11,36.4,Medium
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Light Rain,455,304,98,16,37,29.4,Medium
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Light Rain,319,220,69,8,22,35.2,Medium
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Kuningan,Senen,Overcast,705,431,231,37,6,48.4,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Pemuda,Cempaka Putih,Overcast,714,441,160,38,75,43.5,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Clear,665,426,207,26,6,40.2,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,442,263,106,14,59,40.5,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Clear,751,457,167,21,106,36.6,Medium
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Cloudy,622,382,144,22,74,43.2,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Gajah Mada,Ciracas,Clear,810,544,228,31,7,53.9,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Suryopranoto,Setiabudi,Cloudy,592,382,182,23,5,41.0,Low
2024-01-01 04:00,2024-01-01,4,Monday,1,January,Jl. Veteran,Tebet,Heavy Rain,642,400,166,30,46,31.5,Medium
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Sudirman,Menteng,Heavy Rain,583,361,192,25,5,39.3,Medium
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Thamrin,Tanah Abang,Cloudy,225,154,51,6,14,36.7,Medium
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Gatot Subroto,Senen,Clear,533,355,137,26,15,39.2,Medium
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Rasuna Said,Menteng,Clear,629,348,177,37,67,40.0,Low
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Clear,556,387,114,11,44,39.5,Medium
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Clear,452,259,99,21,73,39.0,Medium
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Kuningan,Senen,Cloudy,776,457,198,34,87,54.0,Low
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Pemuda,Cempaka Putih,Clear,315,189,90,18,18,50.6,Low
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Overcast,787,480,242,18,47,48.5,Low
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Light Rain,411,234,143,21,13,25.9,Medium
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Light Rain,421,233,111,16,61,32.5,Medium
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Light Rain,586,361,182,34,9,39.4,Medium
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Gajah Mada,Ciracas,Overcast,475,317,128,25,5,47.3,Low
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Suryopranoto,Setiabudi,Clear,473,327,114,18,14,41.4,Low
2024-01-01 05:00,2024-01-01,5,Monday,1,January,Jl. Veteran,Tebet,Light Rain,548,329,150,18,51,31.3,Medium
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Sudirman,Menteng,Heavy Rain,2071,1143,709,48,171,8.5,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Thamrin,Tanah Abang,Light Rain,2335,1457,745,55,78,11.6,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Gatot Subroto,Senen,Clear,2251,1463,575,94,119,14.9,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Rasuna Said,Menteng,Light Rain,2040,1206,485,50,299,11.1,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Light Rain,2060,1193,640,64,163,9.7,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Cloudy,3005,1781,646,83,495,24.6,High
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Kuningan,Senen,Clear,2264,1486,496,49,233,14.1,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Pemuda,Cempaka Putih,Light Rain,1490,923,490,63,14,13.4,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Clear,2759,1918,656,150,35,16.1,High
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Cloudy,2031,1140,598,45,248,22.0,High
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Overcast,2103,1184,499,89,331,21.8,High
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Light Rain,2105,1301,561,114,129,12.5,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,2333,1616,539,66,112,9.7,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Suryopranoto,Setiabudi,Clear,3150,1994,704,114,338,9.4,Severe
2024-01-01 06:00,2024-01-01,6,Monday,1,January,Jl. Veteran,Tebet,Clear,3015,1789,731,164,331,16.0,High
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Sudirman,Menteng,Overcast,1979,1299,571,90,19,19.7,High
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Thamrin,Tanah Abang,Cloudy,2306,1426,741,117,22,15.2,High
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Gatot Subroto,Senen,Light Rain,1693,1163,449,65,16,6.8,Severe
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Rasuna Said,Menteng,Overcast,2420,1513,663,56,188,19.9,High
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Light Rain,1635,956,492,89,98,12.9,Severe
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Overcast,2999,1953,721,64,261,24.2,High
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Kuningan,Senen,Light Rain,2010,1283,594,79,54,9.5,Severe
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Pemuda,Cempaka Putih,Cloudy,1984,1187,428,52,317,16.0,High
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Clear,2816,1828,851,111,26,19.8,High
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,2729,1549,862,149,169,9.5,Severe
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Cloudy,1800,1102,411,62,225,19.2,High
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Light Rain,2256,1536,592,106,22,12.8,Severe
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,1861,1111,376,67,307,6.2,Severe
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Suryopranoto,Setiabudi,Overcast,2258,1399,491,120,248,24.9,High
2024-01-01 07:00,2024-01-01,7,Monday,1,January,Jl. Veteran,Tebet,Clear,2818,1849,739,110,120,23.9,High
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Sudirman,Menteng,Cloudy,2766,1681,936,111,38,12.1,Severe
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Thamrin,Tanah Abang,Clear,2077,1389,545,119,24,22.7,High
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Gatot Subroto,Senen,Clear,2944,1870,924,122,28,12.5,Severe
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Rasuna Said,Menteng,Clear,3149,1987,793,132,237,16.3,High
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Overcast,3106,1981,1010,86,29,14.4,Severe
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Light Rain,2003,1285,630,69,19,8.8,Severe
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Kuningan,Senen,Light Rain,2463,1402,849,82,130,17.0,High
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Pemuda,Cempaka Putih,Cloudy,2003,1260,538,98,107,22.9,High
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Overcast,2638,1481,837,80,240,22.8,High
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Light Rain,2828,1921,727,92,88,15.1,High
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Clear,2797,1568,824,159,246,22.8,High
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Cloudy,2264,1279,668,124,193,20.7,High
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Gajah Mada,Ciracas,Clear,2707,1501,673,60,473,10.8,Severe
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Suryopranoto,Setiabudi,Clear,2532,1595,721,131,85,14.4,Severe
2024-01-01 08:00,2024-01-01,8,Monday,1,January,Jl. Veteran,Tebet,Light Rain,1772,1108,510,51,103,7.9,Severe
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Sudirman,Menteng,Clear,3105,1712,996,174,223,12.3,Severe
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Thamrin,Tanah Abang,Clear,3445,2204,1109,101,31,17.3,High
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Gatot Subroto,Senen,Cloudy,2691,1588,933,144,26,19.7,High
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Rasuna Said,Menteng,Cloudy,2071,1283,704,64,20,12.0,Severe
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Clear,3352,2139,997,185,31,14.7,Severe
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Heavy Rain,2827,1653,906,81,187,15.4,High
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Kuningan,Senen,Light Rain,2025,1322,575,109,19,13.3,Severe
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Pemuda,Cempaka Putih,Light Rain,2362,1346,795,78,143,5.6,Severe
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Clear,2722,1671,916,109,26,11.0,Severe
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,2376,1588,642,123,23,22.1,High
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Cloudy,2491,1399,780,72,240,21.7,High
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Overcast,3375,2213,1021,110,31,20.3,High
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Gajah Mada,Ciracas,Cloudy,2606,1612,784,122,88,8.2,Severe
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Suryopranoto,Setiabudi,Light Rain,2468,1533,723,142,70,10.4,Severe
2024-01-01 09:00,2024-01-01,9,Monday,1,January,Jl. Veteran,Tebet,Clear,2469,1382,799,139,149,23.6,High
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Sudirman,Menteng,Clear,1508,840,310,90,268,33.0,Medium
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Thamrin,Tanah Abang,Heavy Rain,1053,666,318,59,10,14.6,Severe
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Gatot Subroto,Senen,Light Rain,1561,1019,441,86,15,22.7,High
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Rasuna Said,Menteng,Cloudy,1519,916,509,80,14,20.7,High
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Cloudy,1319,891,386,29,13,39.6,Medium
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Clear,1482,1003,397,68,14,23.8,High
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Kuningan,Senen,Overcast,1855,1035,464,110,246,32.8,Medium
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Pemuda,Cempaka Putih,Clear,2003,1332,463,57,151,31.3,Medium
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Light Rain,1911,1122,659,112,18,17.2,High
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,1751,1137,357,36,221,25.0,Medium
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Cloudy,2006,1109,481,50,366,35.8,Medium
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Light Rain,1376,863,298,55,160,22.7,High
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Gajah Mada,Ciracas,Light Rain,2017,1202,598,42,175,23.1,High
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Suryopranoto,Setiabudi,Cloudy,1687,956,518,63,150,36.9,Medium
2024-01-01 10:00,2024-01-01,10,Monday,1,January,Jl. Veteran,Tebet,Light Rain,1615,1042,456,53,64,13.4,Severe
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Sudirman,Menteng,Cloudy,1810,1160,389,87,174,30.6,Medium
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Thamrin,Tanah Abang,Heavy Rain,1782,1095,594,65,28,25.4,Medium
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Gatot Subroto,Senen,Cloudy,2046,1155,540,95,256,29.1,Medium
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Rasuna Said,Menteng,Light Rain,1335,752,354,66,163,22.4,High
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Cloudy,1579,1008,449,52,70,36.2,Medium
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Heavy Rain,1242,854,258,39,91,18.5,High
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Kuningan,Senen,Cloudy,1517,883,453,44,137,27.0,Medium
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Pemuda,Cempaka Putih,Cloudy,1309,743,316,38,212,27.0,Medium
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Overcast,1670,1102,478,74,16,36.9,Medium
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Light Rain,1087,643,342,61,41,17.9,High
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Heavy Rain,1343,768,396,28,151,13.1,Severe
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Cloudy,1962,1213,439,63,247,30.6,Medium
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Gajah Mada,Ciracas,Cloudy,1531,862,318,40,311,35.5,Medium
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Suryopranoto,Setiabudi,Clear,1830,1129,482,81,138,21.0,High
2024-01-01 11:00,2024-01-01,11,Monday,1,January,Jl. Veteran,Tebet,Light Rain,1252,742,378,49,83,16.7,High
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Sudirman,Menteng,Clear,1882,1313,392,53,124,26.2,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Thamrin,Tanah Abang,Clear,2167,1275,540,44,308,24.2,High
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Gatot Subroto,Senen,Clear,1963,1237,460,83,183,28.6,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Rasuna Said,Menteng,Clear,1882,1279,388,39,176,36.1,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. TB Simatupang,Sawah Besar,Clear,2141,1316,558,97,170,21.6,High
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. HR Rasuna Said,Kemayoran,Clear,1494,895,479,66,54,22.3,High
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Kuningan,Senen,Cloudy,2049,1262,442,76,269,33.8,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Pemuda,Cempaka Putih,Cloudy,1607,960,403,53,191,30.5,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Benyamin Suaeb,Johar Baru,Light Rain,1172,782,296,68,26,12.9,Severe
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Pangeran Jayakarta,Duren Sawit,Clear,1859,1063,427,82,287,36.3,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Mangga Besar,Kramat Jati,Clear,2046,1370,581,76,19,35.2,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Hayam Wuruk,Pasar Rebo,Cloudy,1825,1223,505,80,17,35.2,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Gajah Mada,Ciracas,Overcast,1837,1098,489,71,179,26.5,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Suryopranoto,Setiabudi,Clear,1843,1030,509,59,245,26.1,Medium
2024-01-01 12:00,2024-01-01,12,Monday,1,January,Jl. Veteran,Tebet,Cloudy,1661,985,493,98,85,20.8,High
2024-01-01 13:00,2024-01-01,13,Monday,1,January,Jl. Sudirman,Menteng,Cloudy,1290,800,365,66,59,32.3,Medium
2024-01-01 13:00,2024-01-01,13,Monday,1,January,Jl. Thamrin,Tanah Abang,Overcast,2115,1345,483,93,194,20.8,High
